0,1,2,3,4,5,6,7,8
8.13,7.99,88.0,3.0,3.0,3.5,4.0,4.0,0
2.63,4.6,38.0,2.0,1.5,3.0,3.0,3.0,0
23.59,9.87,75.0,3.0,4.0,3.0,4.0,3.0,0
20.72,8.67,100.0,3.5,3.5,2.5,4.0,4.0,1
19.64,11.02,100.0,4.0,3.0,3.0,3.0,3.0,0
14.13,8.85,100.0,3.0,2.5,1.5,2.0,2.0,0
22.62,8.83,88.0,2.0,3.0,3.0,3.0,3.0,0
15.98,6.24,63.0,3.5,4.0,2.8,2.8,2.5,0
16.18,7.67,88.0,3.5,3.0,2.5,4.0,3.0,1
18.44,8.74,100.0,3.5,3.5,2.8,4.0,2.8,0
21.25,9.62,100.0,3.5,2.5,3.0,3.0,2.0,0
16.7,7.64,100.0,3.5,2.8,3.0,3.0,2.0,0
15.73,7.8,88.0,3.5,2.8,3.0,3.5,3.5,1
16.55,8.21,100.0,3.5,3.0,3.5,3.3,3.0,0
13.67,5.24,63.0,2.5,2.0,2.5,3.3,3.0,0
12.8,7.25,50.0,2.3,4.5,2.5,3.0,3.0,0
20.82,11.37,88.0,2.5,3.3,3.3,3.0,2.3,0
6.65,5.08,88.0,2.5,2.5,2.5,3.0,3.0,0
18.88,9.59,75.0,3.0,3.0,3.0,3.3,3.0,0
24.3,10.49,50.0,3.5,3.0,3.0,4.0,2.5,0
16.5,7.08,75.0,3.0,3.5,2.5,4.0,3.0,0
17.62,9.9,88.0,3.3,3.3,3.0,3.5,3.3,0
12.52,9.23,100.0,3.0,2.8,2.0,2.8,2.0,0
21.8,8.52,100.0,2.0,3.0,3.0,3.0,3.0,0
13.7,5.35,88.0,4.0,3.0,2.0,3.0,1.5,0
10.97,5.2,50.0,3.3,3.0,3.3,4.0,3.5,0
20.86,9.89,25.0,1.5,3.0,3.0,3.0,3.0,0
20.31,9.27,100.0,4.0,2.5,2.8,2.5,2.5,0
20.29,9.27,88.0,2.0,2.5,3.0,3.0,2.0,0
7.6,3.76,63.0,2.0,3.0,3.0,3.0,3.0,0
19.01,9.41,75.0,3.5,3.0,3.5,3.5,3.5,0
16.15,6.19,100.0,3.0,2.3,3.0,4.0,4.0,0
14.5,8.17,88.0,1.0,3.0,3.0,3.0,3.0,0
11.28,6.41,50.0,4.0,3.5,3.5,3.5,3.0,0
13.31,8.75,75.0,2.8,3.0,2.5,3.0,2.5,0
14.89,7.56,50.0,4.0,4.0,2.0,3.0,2.0,0
19.34,8.3,100.0,3.5,3.5,2.5,3.5,2.5,0
21.27,9.13,88.0,3.3,3.5,2.5,3.3,3.0,0
17.62,9.9,100.0,3.5,3.0,3.0,3.3,3.3,0
10.36,7.54,100.0,2.7,3.0,2.0,2.0,2.0,0
22.38,8.74,100.0,3.7,3.0,3.2,3.3,2.6,0
6.34,3.65,100.0,3.0,3.0,2.0,2.5,2.5,0
14.77,7.0,100.0,3.0,4.0,2.0,3.5,3.0,0
10.11,4.79,100.0,2.7,3.5,2.8,4.0,4.0,0
18.16,8.29,75.0,4.0,2.3,3.3,3.3,3.0,0
21.09,9.63,63.0,4.0,3.0,4.0,3.3,3.0,0
17.84,8.83,88.0,3.5,3.0,3.0,3.0,2.7,0
18.3,9.06,50.0,3.5,3.0,2.5,3.0,2.5,0
14.53,5.57,100.0,3.0,2.0,3.0,4.0,3.5,0
13.26,8.94,100.0,4.0,4.0,3.0,3.5,3.5,0
11.55,6.56,100.0,3.0,2.7,3.3,4.0,4.0,0
15.93,9.1,88.0,3.0,3.0,2.0,2.5,2.5,0
14.25,7.23,63.0,4.0,3.0,3.0,2.8,2.0,0
12.35,6.27,71.0,4.0,4.0,2.5,3.5,2.5,0
7.22,4.1,57.0,3.0,3.0,2.0,3.0,2.0,0
10.4,5.77,75.0,3.0,3.0,2.0,3.0,2.0,0
11.66,7.27,100.0,3.0,3.0,2.0,3.0,2.0,0
10.99,7.2,100.0,2.0,3.0,3.0,3.0,3.0,0
7.87,6.25,100.0,3.5,1.5,2.0,2.0,2.0,0
7.64,6.72,100.0,3.5,2.0,2.0,2.0,2.0,0
1.27,1.74,50.0,1.0,3.0,2.0,3.0,3.0,0
11.85,7.47,50.0,3.0,3.0,4.0,3.0,3.0,0
6.52,5.81,100.0,3.0,3.0,3.0,3.0,3.0,0
7.7,5.69,100.0,3.0,3.0,4.0,4.0,4.0,0
10.81,3.45,100.0,3.0,2.0,1.0,1.0,1.0,0
17.83,6.56,75.0,4.0,2.0,1.0,1.0,1.0,0
12.5,6.62,100.0,3.0,3.0,3.0,3.0,3.0,0
7.97,5.88,75.0,2.5,3.0,3.0,3.0,3.5,0
8.58,7.48,100.0,3.5,3.0,2.5,3.5,3.0,0
6.05,5.44,100.0,3.0,2.5,3.5,3.5,3.0,0
6.76,6.76,75.0,1.0,1.0,3.0,3.0,3.0,0
13.99,9.09,100.0,4.0,2.0,2.0,2.0,2.0,0
8.65,5.95,100.0,1.5,1.0,3.0,3.0,3.0,0
16.79,13.17,100.0,4.0,2.0,3.0,3.0,2.5,0
2.45,3.06,50.0,1.5,4.0,1.0,2.0,3.0,0
9.84,8.68,75.0,2.0,2.0,4.0,4.0,4.0,0
4.98,4.05,75.0,2.0,2.5,3.0,3.0,3.0,0
8.92,6.14,75.0,2.5,3.0,4.0,4.0,3.5,0
13.39,6.6,75.0,3.0,2.5,3.0,3.0,2.5,0
13.43,9.03,100.0,4.0,2.0,4.0,3.0,2.5,0
9.84,5.67,100.0,1.5,1.5,2.0,2.0,2.0,0
4.73,5.31,100.0,2.0,3.0,3.0,4.0,4.0,0
6.35,4.62,100.0,3.0,4.0,2.0,3.0,4.0,0
18.99,10.73,75.0,3.0,3.0,3.5,3.0,3.0,0
7.3,5.91,100.0,2.0,2.0,3.0,4.0,4.0,0
8.11,4.98,100.0,3.0,1.0,4.0,4.0,4.0,0
5.25,3.5,50.0,2.0,3.0,3.0,3.0,4.0,0
16.69,9.48,50.0,4.0,3.0,4.0,4.0,3.0,1
2.37,2.73,50.0,1.0,3.0,3.0,3.0,3.0,0
10.08,6.52,50.0,3.0,3.0,4.0,4.0,4.0,0
17.19,12.45,50.0,4.0,4.0,4.0,4.0,4.0,0
1.27,1.12,25.0,1.5,3.0,0.0,2.0,3.0,0
5.75,4.6,25.0,2.0,2.0,3.0,3.0,3.0,0
15.69,8.95,100.0,3.0,3.0,4.0,4.0,3.0,0
17.03,10.42,100.0,3.0,3.0,4.0,4.0,3.0,0
17.77,10.42,50.0,3.0,3.0,2.0,2.0,2.0,0
17.4,10.66,75.0,3.0,2.0,4.0,4.0,3.0,0
10.16,7.74,100.0,3.0,3.0,4.0,4.0,4.0,0
6.06,4.2,100.0,1.5,1.5,2.0,2.0,1.0,0
10.37,5.6,100.0,3.0,2.0,2.0,2.0,1.0,0
2.56,2.91,75.0,1.0,1.0,2.0,2.0,3.0,0
8.98,4.08,75.0,4.0,2.0,2.0,2.0,2.0,0
7.84,4.29,25.0,2.0,4.0,1.0,2.0,3.0,0
5.44,4.05,50.0,1.0,2.0,3.0,3.0,3.0,0
11.93,11.0,100.0,3.5,3.0,4.0,4.0,3.5,0
12.39,10.77,75.0,3.0,3.0,4.0,4.0,4.0,0
17.95,13.66,100.0,5.0,3.0,4.5,4.5,4.0,1
10.07,12.74,100.0,2.5,2.5,5.0,5.0,5.0,0
8.56,3.33,75.0,2.0,3.0,2.0,2.0,2.0,0
1.56,2.16,50.0,1.0,2.0,2.0,2.0,3.0,0
20.43,10.39,75.0,3.0,4.0,2.0,3.0,2.0,0
16.04,8.66,100.0,3.0,4.0,4.0,4.0,4.0,0
11.9,7.2,100.0,3.0,2.0,3.0,3.0,3.0,0
2.66,2.08,100.0,2.0,1.5,1.0,2.0,3.0,0
5.1,2.66,75.0,3.0,2.0,2.0,2.0,3.0,0
12.24,5.83,25.0,2.0,3.0,3.0,3.0,3.0,0
21.93,9.84,100.0,4.0,3.0,3.5,3.0,2.0,0
24.16,10.31,75.0,4.5,3.0,4.0,3.0,2.0,0
24.77,10.67,100.0,4.5,3.0,4.0,3.0,2.0,0
16.83,10.31,75.0,4.0,3.0,4.0,4.0,3.0,1
8.4,3.91,100.0,3.0,2.0,1.0,2.0,1.0,0
5.75,4.26,75.0,2.0,3.0,2.0,2.0,2.0,0
16.54,7.23,100.0,3.0,2.5,3.0,4.0,2.0,0
13.73,7.6,75.0,2.5,2.0,3.0,3.0,3.0,0
16.3,7.84,100.0,3.0,3.0,3.0,3.0,3.0,0
13.73,8.58,75.0,3.0,3.0,3.0,3.0,3.0,0
16.93,8.1,75.0,2.5,2.0,2.5,2.5,2.0,0
2.68,2.33,75.0,1.0,1.5,2.0,2.0,2.0,0
11.66,6.18,75.0,3.0,2.0,3.0,3.0,3.0,0
3.03,1.75,75.0,1.0,2.0,2.0,2.0,2.0,0
6.41,3.26,75.0,2.0,2.0,2.0,2.0,2.0,0
10.78,6.62,100.0,2.5,4.0,3.0,3.0,2.0,0
14.59,8.68,100.0,3.0,2.0,4.0,3.0,3.0,0
17.95,13.09,75.0,4.0,3.0,4.0,3.5,3.0,0
18.87,14.24,75.0,5.0,3.0,5.0,4.0,4.5,1
17.72,11.93,75.0,4.0,3.0,5.0,4.0,4.0,1
13.55,9.26,75.0,3.0,3.0,4.0,4.0,3.5,0
9.63,5.11,50.0,1.0,0.5,2.0,2.0,2.0,0
2.63,2.39,50.0,1.0,1.5,1.0,2.0,2.0,0
43.29,17.2,20.0,4.5,4.5,3.7,4.0,3.0,1
24.94,14.33,10.0,3.0,4.0,3.5,4.0,3.0,0
29.22,13.58,30.0,3.6,3.8,3.5,3.9,3.7,0
26.59,10.8,40.0,3.6,3.8,2.6,2.6,2.5,0
35.54,13.02,20.0,3.2,3.5,2.5,2.5,2.3,0
38.15,16.85,10.0,3.5,4.0,3.3,4.0,3.5,1
33.89,14.24,20.0,3.1,3.5,3.2,3.8,2.5,0
37.49,17.45,40.0,4.5,2.6,3.6,2.9,2.3,0
31.63,13.91,60.0,3.6,2.6,3.6,3.3,2.8,0
20.11,13.55,20.0,3.0,4.0,4.0,4.0,4.0,0
22.15,14.57,20.0,3.0,4.0,3.0,3.4,3.0,0
40.52,18.95,10.0,4.5,4.5,3.0,4.0,2.0,0
20.4,10.2,10.0,3.3,4.5,3.3,4.0,3.5,0
24.87,11.66,40.0,3.3,3.4,3.5,4.1,3.4,0
33.16,14.75,40.0,3.7,3.5,3.6,3.6,2.9,0
31.05,15.25,30.0,3.2,1.8,2.8,3.5,2.9,0
31.33,15.67,30.0,4.1,2.3,3.4,4.0,3.1,0
32.97,14.24,40.0,3.2,4.0,3.1,3.3,3.0,0
20.25,10.66,30.0,2.7,3.0,4.0,4.2,3.7,0
27.44,11.32,20.0,3.5,3.0,3.3,4.0,2.9,1
19.91,6.77,40.0,1.6,1.8,2.3,2.5,2.3,0
34.11,16.48,20.0,3.5,3.8,3.2,3.9,2.5,0
35.83,21.5,10.0,3.3,3.5,4.0,4.5,3.0,1
33.19,14.42,30.0,3.6,3.7,3.2,3.7,3.2,0
27.13,11.88,90.0,3.3,3.7,2.1,2.1,2.0,0
49.34,16.85,10.0,5.0,4.5,3.5,3.5,3.0,1
15.52,7.83,10.0,2.0,4.0,4.0,4.0,4.0,0
46.36,19.09,40.0,4.3,2.6,3.8,2.9,2.6,1
52.76,21.0,50.0,4.5,2.7,3.9,3.4,2.6,1
42085.0,17.05,40.0,3.9,3.9,3.2,3.3,2.4,1
39.79,17.49,10.0,4.0,4.0,3.3,2.5,1.5,0
32.5,14.57,10.0,2.7,3.0,3.0,4.0,3.0,0
49.88,14.05,10.0,4.0,4.5,3.0,4.0,3.0,1
52.26,15.45,10.0,5.0,4.5,2.5,2.0,2.5,0
32.86,13.86,30.0,2.8,2.0,3.1,3.1,2.3,0
39.79,18.02,40.0,4.3,2.5,3.4,3.8,3.1,1
8.72,10.17,10.0,1.5,4.0,4.0,4.0,4.0,0
27.97,14.65,10.0,3.0,3.5,3.5,3.0,3.0,0
39.69,18.25,30.0,3.9,3.8,4.2,4.1,3.6,1
13.81,10.62,10.0,1.5,3.0,2.0,4.0,3.0,0
38.79,14.56,50.0,3.9,3.6,3.2,3.5,2.4,1
26.05,12.15,10.0,3.0,3.0,2.5,3.3,3.0,0
26.51,7.66,10.0,2.5,3.0,3.0,3.0,3.0,0
14.24,7.12,10.0,2.0,3.0,3.0,4.0,4.0,0
42.95,13.91,50.0,4.2,2.8,2.0,2.5,1.7,0
40.08,12.27,50.0,4.1,2.5,2.3,2.6,1.7,0
33.81,10.93,10.0,3.3,4.0,3.3,4.0,2.7,0
31.33,10.2,10.0,3.5,4.0,3.0,4.0,3.0,1
40.22,18.22,10.0,4.0,4.5,3.0,3.5,2.0,0
30.75,14.57,20.0,3.8,4.0,3.5,4.0,2.9,0
35.4,14.05,10.0,3.0,3.0,3.3,3.5,3.0,1
42.43,13.35,40.0,4.0,3.4,3.0,3.5,2.1,1
17.33,8.32,40.0,1.9,2.1,2.5,3.0,2.8,0
41.87,15.25,30.0,4.2,2.8,2.6,3.3,2.2,0
9.99,5.33,10.0,1.5,2.5,3.0,3.0,3.0,0
2.84,3.41,3.0,1.0,2.0,3.0,3.0,3.0,0
7.99,5.49,17.0,2.0,3.0,2.5,3.3,3.0,0
8.3,5.93,4.0,2.0,3.5,3.0,3.0,3.0,0
15.58,8.06,27.0,3.0,3.5,3.0,2.5,3.0,0
4.56,3.58,13.0,2.0,3.0,2.0,3.0,3.0,0
5.43,4.44,9.0,1.0,2.0,2.0,3.0,3.0,0
13.07,8.12,14.0,1.5,1.5,2.0,3.0,3.0,0
23.55,14.36,37.0,4.0,2.0,3.0,3.5,2.0,1
16.25,9.77,85.0,4.0,2.0,2.5,4.0,2.5,1
17.08,10.25,7.0,2.5,3.0,3.0,3.5,3.0,0
14.69,9.68,21.0,3.0,3.0,3.3,3.5,3.3,0
11.62,7.4,33.0,3.0,3.0,3.5,3.5,3.3,0
9.48,6.16,50.0,2.0,1.8,2.5,3.0,2.5,0
10.24,6.95,46.0,2.0,2.0,3.0,4.0,3.0,0
14.22,11.45,35.0,3.0,3.0,3.0,4.0,3.0,0
9.16,7.23,17.0,3.0,4.0,3.0,4.0,4.0,0
6.92,4.54,48.0,3.0,3.0,2.5,2.0,2.0,0
8.83,8.6,63.0,3.0,3.5,3.5,3.5,3.0,0
17.42,9.01,45.0,4.5,4.5,3.0,2.0,1.5,1
13.04,9.36,55.0,4.0,4.0,3.0,2.5,2.0,0
17.27,9.01,48.0,3.5,3.0,3.3,4.0,3.0,1
11.84,9.13,18.0,2.5,3.5,2.5,3.5,3.0,0
9.54,6.83,13.0,2.5,1.8,2.5,4.0,3.0,0
7.89,5.65,45.0,2.5,2.0,3.0,3.3,2.5,0
12.72,10.6,37.0,3.0,2.0,3.5,4.5,4.3,1
11.07,8.95,70.0,3.0,2.0,2.5,4.0,3.0,0
10.25,10.02,36.0,3.0,3.0,4.0,4.5,3.5,0
14.46,11.73,60.0,4.5,4.0,3.5,3.5,2.5,1
15.37,10.82,13.0,3.0,2.7,3.5,3.5,3.0,0
11.96,9.91,33.0,4.0,4.0,4.0,4.0,4.0,0
12.41,9.68,67.0,4.0,4.0,3.5,4.0,3.0,0
7.94,6.16,51.0,2.5,2.0,2.5,4.5,4.0,0
5.98,4.03,43.0,2.5,2.0,3.3,4.0,3.5,0
41.63,12.64,28.0,4.2,3.2,2.3,1.9,1.7,0
33.35,10.61,33.0,4.5,4.0,2.8,3.0,1.5,0
28.21,9.47,94.0,4.6,3.0,2.0,1.8,1.2,0
27.36,11.49,67.0,4.7,3.3,3.4,3.4,3.0,0
22.34,8.84,25.0,3.8,3.5,3.0,3.5,3.0,0
